id,model,capacity,barcode,brand,year_model,created_at,updated_at
01KZRTCK0DGYF7D43G0885R6RV,Curved Glass Lighted Freezer,8cu,0DWTB8YR4B,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DFFGNQGABVBR5FQYF,Sliding Glass Freezer,15cu,KO94ZW9VBS,Liebherr,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DBKRF237KSYD28F5D,Swing-up Freezer,18cu,02P4UDJRGO,Liebherr,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DC05EP28MW01MN76H,Swing-up Freezer,9cu,3M8HP6DZ6O,Hiron,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D2N9CTQA40NE298EB,Sliding Glass Freezer,12cu,BSQE0A7SIM,Liebherr,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DZNMMA3NPH3PN7HQY,Swing-up Freezer,15cu,9WLMBPRTBI,Liebherr,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DC4T30CHZ0T08YZ57,Curved Glass Lighted Freezer,8cu,FQ1IGC2MYP,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D460R47Y6T9CSNB7F,Swing-up Freezer,15cu,BOOYB74PY9,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DE64A5FJRXZ4FTN3H,Sliding Glass Freezer,12cu,1382IOLEDU,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DENYQFBRMZCBXKTES,Swing-up Freezer,9cu,7CMUN9FIM3,Haier,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DE8D6XWZXWCYGJJ2W,Sliding Glass Freezer,12cu,L7HZD01SOG,Aucma,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DNAAGK202JSWGY6A7,Curved Glass Lighted Freezer,15cu,SS50ZF3LUK,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DD5PJFCJHSRCKHCBA,Curved Glass Lighted Freezer,12cu,OXAS5J02DA,Aucma,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D1XS829QRZMCTCNPZ,Sliding Glass Freezer,15cu,DPOOVRLLH1,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DV56PAA5Q9DK5VZZ9,Curved Glass Freezer,18cu,2C7JYBKUH0,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D3M1P4TQ3YYXXE5VJ,Curved Glass Lighted Freezer,8cu,EHQZR7EC4K,Haier,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DVXZ4F6KMNH5QPXNW,Curved Glass Freezer,18cu,B2XGUEMA3L,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D7RK1NEST6ZZ5A5H7,Curved Glass Freezer,8cu,80YHTL0796,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DD12V6VKQQCS94ZVM,Curved Glass Lighted Freezer,8cu,87L0AVI030,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DMN90Y91JVWXR6QJN,Curved Glass Lighted Freezer,15cu,MN6C3W1NHG,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DQPSDDJD3F93GBEQK,Curved Glass Freezer,8cu,E43OQ7L14E,Haier,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D297Q3S4WAGJ6416V,Curved Glass Freezer,9cu,2Q4OSAFZZT,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D1RVPCSAPCGTJF4GA,Swing-up Freezer,18cu,0P07GDIEIL,Liebherr,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D45HQC7YCFG2NYM41,Curved Glass Freezer,8cu,P3SHVB4IQT,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DVG1TA50XSKHEA011,Swing-up Freezer,24cu,UWU8KT4DQB,Liebherr,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D22VR7GVM9ZV4MS6G,Curved Glass Lighted Freezer,9cu,PVWRKQFE72,Haier,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D72WGVM29FWQD5BXN,Curved Glass Lighted Freezer,24cu,A1MEP0FI7S,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DS8JHXB4N5DPV2ZQ4,Curved Glass Freezer,15cu,VCZHW2TIT6,Aucma,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DJT475Z9HH5B220D3,Sliding Glass Freezer,15cu,3RAFGAWQEE,Liebherr,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D5XZ564T2RXZR09EM,Sliding Glass Freezer,24cu,KN925CI590,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D2SY3YNCZXZEKZZ5M,Curved Glass Lighted Freezer,8cu,7CFTL22MNA,Aucma,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D2CJ7PSN4PEZ185Z3,Curved Glass Freezer,8cu,CONJ3GOJ92,Haier,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D53P7Y7FVS11EJSDB,Curved Glass Freezer,15cu,I3NQ3DYNEY,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D482CXA7Y539DY2CR,Curved Glass Lighted Freezer,8cu,CXH5PLEXD0,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DNPT31EZ6PG5VME3A,Sliding Glass Freezer,18cu,LZUAHPOP07,Aucma,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DHGS76JR9SHR1XMM9,Curved Glass Freezer,15cu,CBKCRAAAVO,Haier,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DQYHSHQW9T5T0BNBS,Curved Glass Freezer,24cu,VVC7H8XF7Y,Liebherr,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DPG79BQCJ03YESKH6,Swing-up Freezer,24cu,FPPU4EG542,Hiron,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D34Y3Y764GWXNTBB3,Curved Glass Freezer,18cu,7DI8D5CNIG,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DBGKCGEBEA1NPZ1RV,Curved Glass Lighted Freezer,24cu,ZI1QOSB8PW,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DWZM4B0DQG7R9D3N9,Curved Glass Freezer,12cu,H3L3Y41RWV,Aucma,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DHJQ0BH909V6C9ZWP,Curved Glass Lighted Freezer,18cu,BP7HXA5QRD,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DYPQXSZ30H9PEVH6G,Swing-up Freezer,24cu,UTOH7JYQV4,Haier,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DC880QBT34FWE9X66,Curved Glass Freezer,12cu,HG0776G0VJ,Liebherr,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DWJ7HYXSHEKGCWTJC,Curved Glass Lighted Freezer,24cu,LYZDRJV4YY,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D78C21V28KXC6CTB5,Swing-up Freezer,24cu,QFX7KPCN5D,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DVBYA32M9AAYQ5J8A,Curved Glass Lighted Freezer,8cu,0IB04BO8TV,Liebherr,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DTVAJG1H0X10YA349,Curved Glass Freezer,9cu,G9NUY1ABY6,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DB33XBVVG02BZKXMQ,Curved Glass Freezer,12cu,BAPK1T5WR1,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D46TN323ZXD16NVZG,Curved Glass Lighted Freezer,8cu,JEUBKVKROA,Haier,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DTY6P9VQEFJQ5BAVQ,Curved Glass Freezer,24cu,FCFKB294N7,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D2BF9BWN57HT7XRFA,Curved Glass Freezer,9cu,R8AEFBO9XS,Haier,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DG4YRTKAHAHZP9WPT,Swing-up Freezer,15cu,LBB7HXI5W3,Aucma,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D4B0Q2YMS8YAGPWBM,Sliding Glass Freezer,15cu,EW8CZMGPMZ,Hiron,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DSRT8PW41AN38CEG2,Swing-up Freezer,15cu,WO509ALAIM,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DNPKZWT2YDSTNQZSQ,Swing-up Freezer,8cu,9KYKS784QL,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D1JVH3R4F9TJNT8SR,Swing-up Freezer,15cu,WPTSED2EMG,Haier,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DNRHVVR6GW10B1VZT,Curved Glass Freezer,18cu,J5FZTSDXRH,Liebherr,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D3AVJDHCG02C8G8AG,Curved Glass Lighted Freezer,9cu,J9JDKTWD82,Aucma,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DHN3QSHWTWCJDV24T,Sliding Glass Freezer,24cu,1ZHV491B5T,Haier,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DCAE37YYFSXC6ND0T,Swing-up Freezer,15cu,ZJP3WDXSLH,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DVNS120EE7NFYHVKY,Swing-up Freezer,8cu,4H9D85TP8R,Aucma,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DXHYFWP9R2A106RT9,Sliding Glass Freezer,18cu,Y58482WNMN,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DAKTJ36YTS2DAAA62,Sliding Glass Freezer,18cu,D6QBKDDO6C,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DCY2JZ80A108CFHY6,Curved Glass Freezer,15cu,VDKT2XU18N,Liebherr,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D3HH4SPCBT2HYFNSC,Curved Glass Freezer,9cu,UZ5NBS00MI,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DM1JX8RH50HRJ81KT,Swing-up Freezer,15cu,X8HOD71FBU,Aucma,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DY55X7HNKQARBWWZ2,Sliding Glass Freezer,12cu,UAPMG333KA,Liebherr,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D9C8737QVTS68FQT2,Sliding Glass Freezer,15cu,WKRV3ORUG1,Aucma,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DTKQ7N2BE41DMJN4X,Curved Glass Freezer,24cu,NFLXJC5JBA,Haier,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DWTT3AWFEEXSKWSPX,Curved Glass Freezer,24cu,IGVXY03QL3,Liebherr,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DV5FP3RFPY4CTNWQF,Curved Glass Freezer,8cu,UUPE8DPMQ8,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DNR35GVGW204RJMZ5,Curved Glass Freezer,12cu,LYF6OVDBGK,Liebherr,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DJ1AEH6Q0BTAA5HYW,Swing-up Freezer,8cu,ZYK4X4E5WY,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DEXQ66GMKRHC4ZBAN,Swing-up Freezer,12cu,NOOA56IGC3,Aucma,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DVJPE8DECE5Z14PT1,Curved Glass Lighted Freezer,8cu,0IK7O5OA8Z,Aucma,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DDZXDH4NJT0BQ6C0Z,Sliding Glass Freezer,24cu,ODTEYQW9W8,Liebherr,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DS1NV47TS67N1NJAA,Sliding Glass Freezer,18cu,H8BCXEP0MF,Aucma,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D68ESA1BPRBH4JBSY,Curved Glass Freezer,24cu,ZH7LFMRB3T,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DCD9K2H6SN8ZVJ0KN,Swing-up Freezer,24cu,1UFTK8VYP3,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DR2R4Z2EGQCXXDPZQ,Curved Glass Lighted Freezer,15cu,WWCLNYYYJ3,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DV5TT5VVM4HTCEPS8,Curved Glass Freezer,9cu,7QGUBU2A7J,Haier,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DTS73GVSV0PQ1PVBT,Curved Glass Freezer,18cu,6Q0OQV1AJH,Haier,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DYF7FXYJF1FDAFFVG,Curved Glass Freezer,15cu,5CD13Q7W75,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DV1JWD3CXMPB93TNT,Curved Glass Lighted Freezer,12cu,TMNQCP3HHP,Aucma,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D870FFNZ161RPGX07,Swing-up Freezer,15cu,83NUTT9SWI,Haier,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DPTWC0XSBY8RGDQ17,Curved Glass Lighted Freezer,8cu,N7CG5JARK7,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DNMNHKDK1FJFH0PJ1,Swing-up Freezer,12cu,PTJ0B05VY7,Haier,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DRKSQY8KT2KX6KK60,Sliding Glass Freezer,15cu,NRKX9MBY8G,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DGVQ1K81PME40ZTRH,Curved Glass Freezer,15cu,U246HTFHRH,Haier,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D5J97CWNXM3WBPASH,Curved Glass Freezer,18cu,7A2AR8YQCZ,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DM6SNKM4FHTNKPBK1,Curved Glass Lighted Freezer,18cu,UY9YIUP9GT,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DJHWF18CVJQXSACA6,Curved Glass Lighted Freezer,9cu,3VCRHYP0VW,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D957AJ1KQ0ZG9XN9A,Curved Glass Freezer,9cu,O4APWZLUSL,Aucma,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DWKHFB8JCAN81FPJ4,Curved Glass Freezer,24cu,ZO46W85N24,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DM4DRS6RWXCBHM5TH,Sliding Glass Freezer,9cu,5Q4DTMX9LE,Liebherr,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D2MSZRKPMHPWZ2Z6V,Swing-up Freezer,18cu,32IPQOEYKE,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DNFAZMJXA3F8RYT0T,Curved Glass Freezer,9cu,TTUXVBH03D,Aucma,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DEW20409ZB44XFM72,Swing-up Freezer,15cu,AA9C39W0QJ,Haier,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DG6014SW9N9XP62QZ,Curved Glass Lighted Freezer,9cu,AYP3GFGR89,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D0XNJRCBJ7K1T6QWV,Swing-up Freezer,8cu,PANG90YE13,Aucma,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D45TQ636XNSP44HV1,Curved Glass Freezer,15cu,WN14KGUGXQ,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DZX8HGERF15QW8M2Q,Swing-up Freezer,8cu,1IE9ZPKNV4,Aucma,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DBSTA5N4B951K43FJ,Curved Glass Freezer,9cu,KPEIWGEJ2E,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DTM14A86P8V0TRXCY,Swing-up Freezer,12cu,08GF689ZPL,Haier,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DWVYNY10PD9GN36HX,Curved Glass Freezer,9cu,F5MVWUYP0H,Liebherr,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DC217JDVX4EVXG9S9,Sliding Glass Freezer,15cu,00VCIRYMTH,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DEGHHJHD67ZFEXVZN,Curved Glass Lighted Freezer,15cu,SW6OASGTH0,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DH5XR7NB7XY65A23F,Curved Glass Lighted Freezer,24cu,2GS89DVLV1,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D5F2W0JACKE5YKNDT,Sliding Glass Freezer,12cu,X8K5WGCJJE,Hiron,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DKFJCWR48JPB7HYMX,Sliding Glass Freezer,24cu,QSEJ400DQD,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D9RJGJEB1FG0CZ792,Curved Glass Lighted Freezer,8cu,3OVA4WZGAN,Hiron,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D8Z4P5G695VJZ6XD5,Sliding Glass Freezer,8cu,JIVR0G881V,Hiron,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DRZBE4WJ8KQ0XKJX6,Swing-up Freezer,15cu,BA2NA4ZDHP,Hiron,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D0A555RXQ4VNQE3MT,Swing-up Freezer,15cu,I8SVJKDXTU,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D15Y2P78ZQEH6NR4H,Curved Glass Freezer,15cu,MLNELQ7TXF,Aucma,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DMR3Z2MN8N9WH1SR8,Swing-up Freezer,24cu,WNST2FNFP5,Aucma,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DW4HP34NDM1GSW6XB,Swing-up Freezer,9cu,JBQDE1DKZH,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D1Y7TW9V82Y98HN68,Swing-up Freezer,18cu,4D4DVLP6N1,Haier,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DD8XRFAT5RNF3171Z,Curved Glass Lighted Freezer,12cu,EBHYUQTF8G,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D65VA58SDF4JFR5V3,Swing-up Freezer,18cu,1BYTQFM4MS,Liebherr,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DP6ZKT6V8570F68XF,Curved Glass Freezer,15cu,00NS7RWWGA,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ERD78WV770NPG7AB5,Curved Glass Lighted Freezer,12cu,850UMBB7L6,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E7EB2KA03AT0Z365Y,Sliding Glass Freezer,18cu,PCNO1KO6B8,Liebherr,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E4ZQQ274EDPHC1YAY,Curved Glass Freezer,24cu,YH1QSF7ZMB,Hiron,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ETXRGC98V4XRVR8AN,Swing-up Freezer,24cu,PPUS70BITF,Aucma,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EMBB4M9QMX4B1TQBT,Sliding Glass Freezer,9cu,R5TKJS2UKC,Haier,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E0GF9KPF9RBX0TNKP,Curved Glass Lighted Freezer,8cu,WO1CJC2C0N,Hiron,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EG351SNWSM6SQNKPH,Curved Glass Lighted Freezer,24cu,YVFACMFMHX,Haier,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E1RQQ0F4X4J0ZWMFD,Curved Glass Freezer,15cu,PH7CCO747U,Aucma,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E9THCDJVGVSSA0N07,Swing-up Freezer,15cu,XNO9W5Q86L,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EWC5SYQR9A1H0AX8Y,Curved Glass Lighted Freezer,12cu,E6IS3NGNCY,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ECFQJR59MSMF8PC1D,Curved Glass Freezer,18cu,EKZT6TIB3S,Aucma,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EAJMGR86FDERRN4NG,Swing-up Freezer,8cu,HUG6KJ5AIO,Aucma,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EXNFAFF09HEKQ9MNW,Swing-up Freezer,12cu,9UUILSDBUO,Haier,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E1KPBQJG0MXYR68T4,Curved Glass Lighted Freezer,12cu,JAPS1HG8ZD,Aucma,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EDDD9TW1JKPXVCJ79,Curved Glass Freezer,12cu,3MJGNJSQRE,Liebherr,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E1BQMPTN5BM2851XS,Curved Glass Freezer,9cu,7VQNP271RN,Hiron,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EDT0XBYPGH85KCXEM,Swing-up Freezer,18cu,50WHYLGWCL,Haier,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E025JCYWZ5YQQDR27,Curved Glass Freezer,18cu,N8ZFPF4KBR,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EMVB85AZV5QEBKCCC,Swing-up Freezer,12cu,FKJFUE3WPB,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EZN1H0MRK6J3G7SAM,Curved Glass Freezer,8cu,7WXPGC72HF,Aucma,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EGEPK2NSAG8S2DKAZ,Curved Glass Lighted Freezer,15cu,KXXAQ5YU2J,Aucma,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E5K0RBY978KTF7TGD,Sliding Glass Freezer,9cu,7GSRNEZPA8,Aucma,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ED9JGKZT6EM5W5E9M,Sliding Glass Freezer,8cu,BIREC4D2BM,Hiron,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E0MA1M0P94AE191DC,Sliding Glass Freezer,24cu,SUYSAS3ZJT,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
